	utterance	topics
1710	I've heard of that too, but I'm not really into drama series, so I haven't watched it.	(Netflix,yes)|(drama series,no)|(The Queen's Gambit,no)
7081	I really loved Paris. The art and architecture there were amazing.	(travel,yes)|(favorite place,yes)|(Paris,yes)
6193	I don't think I'll be going there anytime soon. By the way, did you watch the news today? There was a terrible avalanche in the mountains.	(news,yes)|(natural disasters,no)
2455	I like to go hiking and spend time outdoors.	(hobbies,yes)|(hiking,yes)
9400	No, I'm not really into sports either.	(sports,no)
7473	Nothing much. I went to work and did some grocery shopping after work.	(daily life,yes)|(work,no)
7455	Actually, I don't really enjoy going out to eat.	(food,no)
2753	Football isn't really my thing, sorry.	(sports,no)|(football,no)
5851	Hmm, maybe. I'm not really into sci-fi though.	(movie,yes)|(genre,no)|(sci-fi,no)
2117	Oh, I hear you. It's been a really tough year overall. I'm just trying to stay positive and make the most of what I have.	(optimism,yes)
5591	I hiked in the nearby forest.	(recreation,yes)|(forest,yes)
10014	Manchester United all the way!	(sports,yes)|(soccer team,yes)|(Manchester United,yes)
7565	Yeah, I understand that. Pets require a lot of care and attention. Have you been reading any good books lately?	(books,yes)
11945	Yes, that's the one. But I'm getting a bit bored of it.	(entertainment,yes)|(TV show,no)|(The Crown,no)
12400	Probably Tokyo. The culture and food there is amazing.	(travel,yes)|(Tokyo,yes)
4907	Yeah, I've been watching some good movies lately, Anything in particular you wanna know?	(movies,yes)
7176	Not really, I'm not much of a cook.	(food,no)
8263	No, I don't really follow any sports teams.	(sports,no)
2660	Well, I really enjoy gardening. Do you like gardening?	(hobby,yes)|(gardening,yes)
9035	Ugh, not another superhero movie. I'm so over all these comic book adaptations.	(movie,no)
8144	Not really, I haven't had the time lately.	(books,no)
7025	I haven't been anywhere lately. I just stay near my house most of the time.	(travel,no)
10512	I'd say it's a tie between The Empire Strikes Back and Rogue One. Which one's your favorite?	(movie,yes)|(movie ranking,yes)
3268	No, I haven't.	(food,yes)|(new restaurants,yes)
4795	No, I haven't had time for TV shows lately. What's it about?	(TV shows,yes)|(Netflix show plot,yes)
12750	I don't really have a favorite.	(crime drama,no)
1808	No, I haven't watched anything lately.	(sports,no)
2421	Not really, they usually scare me too much.	(movie,yes)|(horror movie,no)
3298	I don't go to the movies that often but if I had to choose one, I'd say The Dark Knight.	(movies,yes)|(movie preference,unknown)|(The Dark Knight,yes)
4294	Nope, I haven't.	(names,no)
2607	Not really, I'm not really good at remembering song names.	(Music,unknown)
6821	Not really, I don't find sports very interesting.	(sports,no)
3620	No, I am not really into sports.	(sports,no)
5765	Actually, I'm not a big fan of sushi.	(food,yes)|(sushi,no)
1889	Yeah, I can understand that. Any other outdoor activities you enjoy?	(outdoor activities,yes)
3913	I usually focus on weight training and strength exercises.	(fitness,yes)|(workout,yes)|(strength exercises,yes)
9601	Sure, I watch movies occasionally.	(movies,yes)
9374	I see. Well, I have to run now. Talk to you later!	(farewell,yes)
6146	Nice talking to you too! See you later.	(goodbyes,yes)
1363	Not at the moment. I don't really enjoy traveling.	(travel,no)
6685	Not really, it's quite boring.	(work,no)
7470	Honestly, I haven't been eating out too much lately. Just been cooking at home.	(food,no)
12899	I used to, but I haven't really been into anything lately.	(entertainment,no)
5713	Yeah, I've heard great things. It's got a lot of organic and local produce.	(grocery store,yes)
4419	Yeah, French cuisine is really famous. But I'm more into Italian food tbh.	(food and beverage,yes)|(cuisine,unknown|Italian food,yes)
4826	I'm doing fine, thanks for asking.	(greeting,yes)
2533	Not really. I'm not really a fan of movies either.	(movies,no)
10264	No, I haven't. I'm not really interested in Asia at all, to be honest.	(travel,no)|(Asia,no)
9913	I like rock and metal music, and I mostly read fantasy and science fiction novels.	(entertainment,yes)|(music genre,yes)|(rock,yes)
3985	It's a science fiction novel about a desert planet called Arrakis.	(books,yes)|(plot summary,yes)|(Arrakis,yes)
147	No, not really. With the pandemic, I haven't been able to go anywhere.	(travel,no)
2026	Yeah, I should probably get out more. Anyway, it was nice talking to you. See you later.	(farewell,yes)
11264	Definitely Japan. The culture and the food were amazing.	(travel,yes)|(favorite place,yes)|(Japan,yes)
5837	I really like playing video games in my free time. What about you?	(hobby,yes)|(video games,yes)
11879	I'm not much of a reader, to be honest.	(books,no)
10033	Yeah, I love reading.	(books,yes)
11764	I'm a big fan of action movies.	(movie,yes)|(genre,yes)|(action movies,yes)
2871	Yes, it was nice talking with you too. Have a great day!	(farewell,yes)
4845	Kind of, I can manage some simple dishes, but I don't really enjoy it that much.	(food,no)
4665	I thought the plot was a bit boring and predictable. Plus, I didn't really like the new characters that were introduced.	(movies,yes)|(Star Wars,yes)|(plot and characters,no)
5151	I love sushi. The fresh fish and rice combination is unbeatable.	(food,yes)|(favourite dish,yes)|(sushi,yes)
3550	Not really, probably just going to hang out at home.	(daily life,no)
11898	James Bond who? Oh, I'm not really into action movies.	(movie,no)|(movie genre,no)
11101	Mostly non-fiction books about science and history.	(books,yes)|(non-fiction book,yes)
8815	No, what's the name of the restaurant?	(food,yes)|(restaurant,yes)
4609	I'm sorry, I'm not really a fan of Mediterranean food.	(food,no)|(Mediterranean food,no)
9588	It was alright.	(daily life,yes)
8664	Not really, I've been reading some pretty boring stuff for work.	(hobby,no)|(book,no)
6148	I'm an accountant. It's not very interesting, but it pays the bills.	(work,no)|(accounting,no)
12591	Honestly, not really. I think I'm ready to call it a night.	(end conversation,yes)
5152	Not really, I'm not much of a cook. Cooking is just not my thing.	(food,yes)|(cooking,no)
4490	No, I haven't picked up a book in a while.	(book,no)
4856	No, I rarely eat out. I prefer cooking at home.	(restaurants,no)
3129	I enjoy the creativity and problem-solving parts of the game. It's really fun to build new things and explore the world.	(video games,yes)|(problem-solving,yes)
4367	Honestly, I prefer to just stay home and watch TV.	(fun activities,no)
13087	"Currently, it's ""The Less I Know The Better."" Such a catchy tune."	(music,yes)
216	No, I don't want to talk about those topics either. I have to go now. Bye.	(activity,no)|(farewell,yes)
11604	I don't think I would be interested, I prefer meat.	(food,no)|(diet preference,no)|(meat,no)
862	I am doing well, thank you for asking.	(greeting,yes)
8113	Not really sure yet, but I'm thinking of checking out some art galleries.	(weekend plans,yes)|(art galleries,unknown)
1311	No, I didn't. Is everyone okay?	(weather,yes)|(New York Storm,yes)
12885	Oh, that's cool. How do you usually spend your weekends?	(weekend,yes)
7966	No, I haven't.	(movie,unknown)
2004	Yeah, you too!	(goodbye,yes)
4325	Not really, I haven't had much time for movies lately.	(movie,no)
4306	Sure, I love Italian food.	(food,yes)|(restaurant,yes)|(Italian food,yes)
2578	Well, I like to watch TV shows and play video games.	(entertainment,yes)|(TV shows,yes)|(video games,yes)
10872	I like watching sports and playing video games on my free time.	(sports,yes)|(video games,yes)
5717	Nope, I've always been more of a cat person.	(pets,yes)|(cats or dogs,yes)|(cats,yes)
5677	I am not really into sports actually.	(sports,no)
12390	Not really, just some crime show. It was kind of average.	(TV,yes)|(crime show,no)
836	Not really. I just went on a business trip to Milwaukee.	(vacations,no)|(business trips,no)|(Milwaukee,no)
13302	Yes, I hiked for around 10 miles.	(weekend,yes)|(hiking,yes)
9394	No, not really. Sports aren't really my thing.	(sports,no)
10128	Meh, I'm not really into music history.	(music,yes)|(music history,no)
9905	Not really, no. I find it kind of boring.	(entertainment,yes)|(sports,no)
11658	Definitely. It gets better with every watch.	(TV shows,yes)|(TV show preference,yes)
10582	Actually no, I haven't. Skydiving is definitely not my cup of tea.	(hobby,yes)|(skydiving,no)
7418	Haha, that’s a classic show. I’ve seen it many times as well. What do you think about it?	(TV shows,yes)|(opinion about show,unknown)
10791	Honestly, I'm not that into movies either.	(movie,yes), no)
2240	I'm into sci-fi and dystopian novels. Have you read any good ones lately?	(book,yes)|(reading preference,yes)
1566	Maybe. Thanks for the suggestion. Anyway, I have to go. Talk to you later.	(goodbye,yes)
5320	Not really, what kind of food do they serve?	(food,yes)|(restaurant,yes)
5142	Nope, I try to avoid the news as much as possible. It's all so depressing.	(news,no)
7636	Just some crime show, it’s getting pretty boring.	(TV,yes)|(crime show,no)
450	Yes, I do like to cook.	(food,yes)|(cooking,yes)
1061	Honestly, I'm not really a big city person. I prefer to spend my vacations in nature.	(travel,yes)|(favorite destination,unknown)
1267	No, I'm not much of a sports person.	(sports,no)
5632	Not much. Just trying to stay active. How about you?	(activity,unknown)
1625	Actually, yes! I just came back from a trip to Japan. It was amazing.	(travel,yes)|(Japan,yes)
3476	Oh, I see. I used to do weight training as well, but it didn't really click for me.	(sport,yes)|(weight training,no)
1116	Honestly, I find it hard to understand most of the time. I don't think I have the patience to read poetry.	(book,yes)|(poetry,no)
12747	No, I think I'm getting enough sleep.	(health,yes)|(sleep,unknown)
4148	Ugh, I am so sick of that.	(work,no)|(working from home,no)
12337	Not really, I just listen to whatever's popular.	(music,yes)
10569	Not really, I usually stick to the same things.	(food,no)
7975	No, I haven't. I heard she only wrote one other book, but I haven't gotten around to reading it yet.	(reading,yes)|(author,unknown)
3794	I don't really drink alcohol that much.	(food/drink,no)|(alcohol,no)
2559	Yeah, I went there for a work conference once. It was too crowded for me.	(travel,yes)|(New York City,no)
2210	No, I'm more of a beach person. The sand, waves, and sun just do it for me.	(outdoors,yes)|(mountain hiking,no)
965	That's sweet. Maybe you should try playing some games online too. There’s a lot of great stuff out there these days.	(entertainment,yes)|(online game,unknown)
11452	I'm doing alright, thanks. How about you?	(greeting,neutral)
9503	Not really, I'm not a big fan of watching TV.	(TV shows,no)
8960	Not really. I haven't traveled much lately with everything going on. Plus, I'm trying to save money.	(travel,no)|(reason,no)
11102	Yeah, I've heard of it. But I'm not really interested in that kind of stuff.	(books,yes)|(non-fiction book,unknown)|(Sapiens,no)
5379	I like to read books.	(Books,yes)
12480	Not yet, I'm still thinking about it. Any suggestions?	(vacation,unknown)
12713	Yeah, it was good to catch up. See you later.	(goodbye,yes)
3612	Not really. Honestly, I'm kind of bored of TV and movies lately.	(entertainment,yes)|(TV shows,no)
4125	No, too busy with work right now.	(travel,no)
7376	Thanks, but I'm not interested in Mexican food.	(food,yes)|(cuisine,no)|(Mexican food,no)
10016	I'm not sure, I didn't really look at the menu. But I can ask for you if you want.	(food,yes)|(vegan/vegetarian options,yes)
9142	"Yes, I'm actually reading ""1984"" by George Orwell."	(reading,yes)|(book,yes)|(1984,yes)
10473	Oh, I've seen those shows too, but they got too repetitive for me after a while.	(entertainment,yes)|(TV shows,yes)|(Friends and Seinfeld,no)
2629	No, not really.	(travel,no)
7876	Oh, okay. What kind of movies do you like?	(movie,yes)
11011	I usually watch sports on TV.	(hobby,yes)|(sports,unknown)
5850	No, I haven't had time to catch up on new releases.	(movie,unknown)|(sci-fi movie,unknown)
2358	Mostly just read or binge-watch TV shows.	(hobbies,yes)|(free time activities,yes)|(reading or watching TV shows,yes)
8697	I love playing guitar and writing my own songs.	(music,yes)|(music instrument,yes)|(guitar,yes)
352	Actually, no. I've been pretty bored with TV lately.	(TV shows,no)
10638	Thanks, you too.	(goodbye,yes)
1336	No, I don't like animals.	(pets,no)|(animals,no)
788	Not really, I've just been rewatching old shows.	(entertainment,no)|(TV,no)
8979	I'm not really a fan.	(food,yes)|(Italian food,no)
9863	Not really. Sports are boring.	(sports,no)
6635	Yeah, I love movies! Especially action movies.	(movies,yes)|(movie genre,yes)|(action movies,yes)
11563	Actually, no, I haven't been to the cinema in ages.	(movie,no)
4281	Yeah, I saw it, but I wasn't really a fan.	(movies,no)|(Star Wars,no)
10584	Fine, thanks.	(greeting,yes)
6518	Hmmm, I am not really interested in time travel shows.	(TV shows,no)|(time travel shows,no)
6365	No, not really. I was pretty much just catching up on work.	(work,no)
10225	Actually, I'm not much of a reader.	(books,no)
7581	Not really.	(TV shows,no)
5715	No, I don't really follow politics.	(politics,no)
8642	That's nice. Dogs and cats are both great pets.	(pets,yes)
6706	Yeah, I really like Billie Eilish.	(music,yes)
4525	Hmm, I haven't seen it, but I'm not really into thriller movies.	(movie,yes)|(movie genre,no)
5726	That sounds good. I love trying new coffee shops.	(cafe,yes)|(coffee,yes)|(pastries,yes)
6524	Yes, that's right! She was an amazing scientist.	(books,yes)|(Marie Curie,yes)
