targets	response	precision	recall	f1
I really liked France. The food and the sights were amazing.	[' travel yes ', ' country yes ', ' France yes ']	[' travel yes ', ' France yes ']	0.8613731612486237	0.9999999865109152	0.925524417998926
That sounds kind of boring to be honest.	[' art no ']	[' hobby no ']	0.5645717322717254	0.5645717322717254	0.5645717322717254
Settlers of Catan is pretty fun. But I'm not a big fan of Risk, to be honest.	[' board game yes ', ' Risk no ']	[' board game yes ', ' Risk no ']	0.999999997562084	0.999999997562084	0.999999997562084
Yes, I love Japanese food. What's your favorite dish?	[' food yes ', ' favorite dish unknown ']	[' food yes ', ' favorite dish yes ']	0.9050217610154718	0.9050217610154718	0.9050217610154718
I'm just not interested in that kind of stuff. What about you? Do you like action movies?	[' movie yes ', ' action movies yes ']	[' movie yes ', ' movie genre no ']	0.9037789319866396	0.8647003402852346	0.8838078707335066
Not really. I don't watch sports that often.	[' sports no ', ' teams no ']	[' sports no ']	0.8191151596714685	0.9999999819397033	0.9005643745590769
Not really, I find it boring.	[' hiking no ']	[' books no ']	0.4970045641246703	0.4970045641246703	0.4970045641246703
I'm not really into soccer.	[' soccer tournament no ']	[' sports no ', ' favorite team no ']	0.6465615365415683	0.5705818000154306	0.6062001643688156
Honestly, I try not to. It's too depressing.	[' politics no ']	[' news no ']	0.553884788770024	0.553884788770024	0.553884788770024
Not really, I prefer audiobooks.	[' hobbies yes ', ' books yes ']	[' books yes ']	0.7850343477001884	0.9999999768175928	0.87957337146811
I haven't seen it, but I heard a lot of good things about it.	[' TV show yes ']	[' TV show yes ', ' Netflix show yes ']	0.9999999918889895	0.9112920150493689	0.9535874208124182
No, what's it called?	[' food yes ', ' restaurant unknown ']	[' TV show unknown ']	0.35144780588360686	0.49058425472816214	0.4095206536434991
I'm not really into reading.	[' book no ']	[' books no ']	0.8583480947508343	0.8583480947508343	0.8583480947508343
No, I haven't. But I would love to go someday.	[' travel yes ', ' country unknown ', ' Japan yes ']	[' travel yes ', ' Japan yes ']	0.731407147524004	0.9999999841167271	0.8448701897326278
Yeah, I've been playing a lot of Minecraft for the past week.	[' video games yes ', ' Minecraft yes ']	[' video games yes ', ' Minecraft yes ']	0.9999999849254578	0.9999999849254578	0.9999999849254578
Oh, really?	[' books yes ', ' fiction yes ']	[' TV show yes ', ' TV character yes ']	0.5175450618435053	0.5068851117940202	0.512159624505185
I enjoy playing video games.	[' hobbies yes ', ' video games yes ']	[' video games yes ']	0.70853255514418	0.999999982349641	0.8294047986673342
Not really, I'm pretty boring.	[' self-description no ']	[' hobbies no ']	0.5467414356661406	0.5467414356661406	0.5467414356661406
Yeah, you too.	[' farewell unknown ']	[' conversation yes ']	0.19326985097878313	0.19326985097878313	0.19326985097878313
I like to play video games or read.	[' interests yes ', ' calm down yes ', ' video games yes ']	[' hobbies yes ', ' video games yes ']	0.6232727719311111	0.7786999529904202	0.6923707852164239
Actually, I really don't like romantic movies.	[' movies yes ', ' romantic movies no ']	[' movie no ', ' romantic movie no ']	0.815361261787105	0.8712726755996374	0.8423902453169402
No, I haven't.	[' skydiving no ']	[' TV show no ']	0.38950008462258134	0.38950008462258134	0.3895000846225814
No, I haven't.	[' restaurant yes ', ' new restaurant yes ']	[' TV show no ']	0.2844111911636669	0.28638133487476236	0.28539286295170735
No, I'm not really interested in sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
I'm really into heavy metal.	[' music yes ', ' genre yes ', ' heavy metal yes ']	[' music yes ', ' music genre yes ', ' heavy metal yes ']	0.9688818053012148	0.9688818053012148	0.9688818053012148
I'm going to a concert on Saturday. It should be fun.	[' music yes ', ' concert yes ']	[' music yes ', ' concert yes ']	0.9999999862659643	0.9999999862659643	0.9999999862659643
I'm not really into sci-fi either.	[' TV show no ', ' sci-fi no ']	[' movie no ', ' sci-fi no ']	0.7958811598576535	0.8415713700333842	0.8180888127849847
Not really. I've been thinking about maybe trying to learn a new language or something, but I haven't had the time or energy to pursue it yet.	[' hobby no ']	[' hobby no ']	0.9999999918052822	0.9999999918052822	0.9999999918052822
Sounds boring. No, thanks.	[' education no ', ' coding no ']	[' TV shows no ']	0.42777931843615247	0.4549752402699401	0.4409583530744476
I guess, but I haven't picked up a book in months.	[' books yes   no ']	[' books no ']	0.9030233230805457	0.9030233230805457	0.9030233230805457
I'm a big fan of horror movies. What about you?	[' movie unknown ', ' movie genre yes ', ' horror yes ']	[' movie yes ', ' movie genre yes ', ' horror yes ']	0.8725056384494403	0.9538294225455224	0.9113569213707795
I like listening to pop music.	[' music yes ', ' music genre yes ', ' pop music yes ']	[' music yes ', ' genre yes ', ' pop yes ']	0.9310966540571748	0.9310966540571748	0.9310966540571748
Stranger Things. Have you watched it?	[' TV show yes ', ' TV series name yes ', ' Stranger Things yes ']	[' TV shows yes ', ' Stranger Things yes ']	0.9068895258534017	0.974835263288132	0.9396356946669898
Actually, I'm not much of a reader.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
Sure, that sounds like a good idea.	[' movies yes ']	[' movie yes ']	0.8915248191252693	0.8915248191252693	0.8915248191252693
Not really, if I'm honest. I much prefer staying at home.	[' travel yes ', ' traveling no ']	[' travel no ']	0.7986600367922001	0.832198370132154	0.8150843483237892
It's called Whiskey.	[' pet yes ', ' cat name yes ', ' Whiskey yes ']	[' pets yes ', ' dog breed yes ', ' Whiskey yes ']	0.8519260556687708	0.8633929470112219	0.8576211733098008
It's gotta be Tyrion Lannister. What about you?	[' TV series yes ', ' favorite character yes ']	[' TV show yes ', ' favorite character yes ', ' Tyrion Lannister yes ']	0.9366902669195931	0.8279295125357105	0.8789582040467278
Not really. I just listen to whatever's popular on the radio. Tbh, I'm not that into music.	[' music yes ', ' genre no ']	[' music no ']	0.7156001613501162	0.755824990135444	0.7351627561175089
I don't know. It's just funny, I guess. The characters are all ridiculous, but in a good way.	[' TV yes ', ' TV show yes ', ' character yes ']	[' TV yes ', ' TV show yes ', ' ridiculous characters yes ']	0.9304566519956555	0.9304566519956555	0.9304566519956555
I usually just relax at home and binge-watch shows on Netflix.	[' TV shows yes ', ' Netflix yes ']	[' TV shows yes ']	0.8380149524001771	0.9999999872556133	0.9118695649744041
Nope, I'm an only child.	[' family yes ', ' siblings no ']	[' family yes ', ' siblings no ']	0.9999999946103728	0.9999999946103728	0.9999999946103728
Not really interested, sorry. What else is new with you?	[' small talk no ']	[' other no ']	0.687033637159171	0.687033637159171	0.687033637159171
No, I haven't. Obviously, with the pandemic it's been hard to do much traveling.	[' travel no ', ' pandemic no ']	[' travel no ']	0.7000613532510584	0.9999999872250708	0.8235718648972523
Sorry, I'm not really interested in discussing it.	[' entertainment no ', ' TV shows no ']	[' TV show no ']	0.7597190172644204	0.9479853235010943	0.8434744365977298
Mostly biographies and memoirs.	[' reading yes ', ' book genres yes ', ' biographies yes ']	[' books yes ', ' genre yes ', ' biographies and memoirs yes ']	0.7954715059743184	0.805982610441088	0.8006925635206625
I don't watch much TV either, sorry.	[' TV shows no ']	[' TV shows no ']	0.9999999937532956	0.9999999937532956	0.9999999937532956
Yeah, I love video games.	[' video games yes ']	[' video games yes ']	0.999999982349641	0.999999982349641	0.999999982349641
Hmm, I haven't really been into Netflix lately.	[' TV show no ']	[' TV shows no ']	0.9479853235010943	0.9479853235010943	0.9479853235010944
I really don't watch much TV either.	[' TV show yes   no ']	[' TV no ']	0.884394149806534	0.884394149806534	0.884394149806534
Yeah, I can see how they're not for everyone. Do you like sports?	[' sports yes ']	[' sports no ']	0.7656102627880791	0.7656102627880791	0.7656102627880792
Not really, just planning to catch up on some reading.	[' weekend plans no ']	[' weekend plans yes ']	0.8365532531556334	0.8365532531556334	0.8365532531556333
Not really, but thanks for asking! I'll talk to you later.	[' small talk no ']	[' goodbye yes ']	0.31877546146744806	0.31877546146744806	0.31877546146744806
Yeah, I like to play video games and read. How about you?	[' hobbies unknown ']	[' hobbies yes ', ' video games yes ']	0.7534760625624237	0.46094989850346046	0.5719817027924916
No, I haven't been to Europe either. It's just not a priority for me.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
Just ran some errands and did some cleaning. How about you?	[' weekend yes ', ' activity unknown ']	[' weekend no ']	0.4647452939684798	0.7279741873313367	0.567312906340837
Maybe I will. Hey, look at the time, I should get going. It was nice talking to you.	[' farewell unknown ']	[' farewell yes ']	0.6962823698505317	0.6962823698505317	0.6962823698505317
To be honest, I don't really have any hobbies. I mostly just work and sleep.	[' hobby no ']	[' hobbies no ']	0.8037982415639685	0.8037982415639685	0.8037982415639685
No, not really. To be honest, I don't watch many movies.	[' movie yes ', ' movie review no ']	[' movie no ']	0.807763674824008	0.8369359346435886	0.8220910885712595
Not really. I find books boring.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
Ah, I'm not really into seafood.	[' food yes ', ' seafood no ']	[' food yes ', ' seafood no ']	0.9999999971776554	0.9999999971776554	0.9999999971776554
Absolutely. The plot and character development are superb.	[' TV show yes ', ' review yes ']	[' TV shows yes ', ' TV show quality yes ']	0.6890302171476093	0.9272389667250405	0.7905807683092223
Not really, just some reality TV.	[' TV no ']	[' TV no ']	0.9999999967738713	0.9999999967738713	0.9999999967738713
Not really, sorry.	[' movies no ', ' documentaries no ']	[' TV shows no ']	0.5897036903957308	0.6074145282130557	0.5984280972742881
Right now, I'm really into Stranger Things. Have you seen it?	[' TV shows yes ', ' TV show yes ', ' Stranger Things yes ']	[' TV shows yes ', ' Stranger Things yes ']	0.9832235046106258	0.9999999872562024	0.991540788128832
No, I'm not really into that kind of stuff.	[' sports no ', ' extreme sports no ']	[' TV shows no ']	0.50266755551205	0.531661861365478	0.5167583244772307
Not really. I've been pretty busy with work.	[' TV shows no ']	[' work no ']	0.5009021345028467	0.5009021345028467	0.5009021345028467
Actually, I'm not a big fan of movies either. I find them a bit boring.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
I like red wine, especially Merlot.	[' food yes ', ' wine preference yes ', ' Merlot yes ']	[' hobby yes ', ' wine preference yes ', ' Merlot yes ']	0.8614551126414308	0.8245936174464892	0.8426214200389436
No, not really. I get homesick easily.	[' traveling no ']	[' travel no ']	0.832198370132154	0.832198370132154	0.832198370132154
No, I'm actually trying to save money right now.	[' food no ']	[' food no ', ' restaurant no ']	0.9999999776546105	0.831211531372724	0.9078268771262633
I used to, but I don't have much time for it anymore.	[' book no ']	[' TV shows no ']	0.42610991136618204	0.42610991136618204	0.42610991136618204
Not really.	[' health no ']	[' TV show no ']	0.44264328718168255	0.44264328718168255	0.44264328718168255
Hmm, I would have to say the Inca Trail in Peru. It was challenging but so incredibly rewarding.	[' outdoor activity yes ', ' Inca Trail yes ']	[' outdoor activity yes ', ' Inca Trail yes ']	0.9999999900959343	0.9999999900959343	0.9999999900959343
Okay. What do you usually do on weekends?	[' activity yes ']	[' weekend yes ']	0.4709107708841278	0.4709107708841278	0.4709107708841278
It's a historical fiction novel set in France during WWII. The story follows two sisters as they navigate the challenges of the war.	[' hobby yes ', ' reading yes ', ' The Nightingale yes ']	[' books yes ', ' historical fiction yes ']	0.5646974507280497	0.6024101050567463	0.5829444748810918
Yeah, likewise.	[' conversation yes ', ' ending the conversation yes ']	[' conversation yes ']	0.9182227269359828	0.9999999810940028	0.9573681989398208
Sounds interesting. What kind of food do they serve there?	[' food yes ', ' restaurant cuisine yes ']	[' food yes ', ' restaurant yes ']	0.9331610169974037	0.9331610169974037	0.9331610169974037
What movie?	[' movie yes ', ' movie name unknown ']	[' movie yes ']	0.7769127026952163	0.9999999906055063	0.8744522995706138
I really like RPGs, so I'd say Final Fantasy VII is probably my favorite.	[' hobbies yes ', ' video games yes ']	[' video games yes ', ' video game genre yes ', ' Final Fantasy VII yes ']	0.70853255514418	0.7462443280644534	0.7268996457507376
Yeah, I really like comedies like The Office or Parks and Rec. What about you?	[' TV shows unknown ', ' comedy yes ']	[' movies yes ', ' comedies yes ']	0.6144256484741893	0.7588956363229722	0.6790617004685027
Not really, I prefer to stay close to home.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
I don't really have one.	[' sports no ', ' basketball player no ']	[' TV show no ']	0.45253954793833406	0.5297600679496184	0.4881145788680578
No, I haven't.	[' food yes ', ' restaurant yes ']	[' TV show no ']	0.2984290074860428	0.3144169675195141	0.30621444010550664
